sale_id,product_id,customer_id,quantity,unit_price,total_amount,sale_date,sale_time
21279,88,7,5,24484.29,122421.45,2025-10-17,06:05:48
21280,7,4,7,74178.41,519248.87,2025-10-17,05:33:15
21281,71,10,2,4120.19,8240.38,2025-10-17,22:48:49
21282,30,9,5,6313.96,31569.8,2025-10-17,02:43:01
21283,21,10,7,89217.63,624523.41,2025-10-17,02:27:48
21284,92,1,3,65337.75,196013.25,2025-10-17,08:51:15
21285,104,6,5,87758.89,438794.45,2025-10-17,04:20:22
21286,16,9,7,92398.7,646790.9,2025-10-17,11:41:55
21287,86,9,6,73516.91,441101.46,2025-10-17,00:14:27
21288,94,1,1,36186.01,36186.01,2025-10-17,22:41:54
21289,14,6,7,59007.5,413052.5,2025-10-17,17:47:28
21290,33,10,6,36239.56,217437.36,2025-10-17,03:11:51
21291,117,5,1,80698.37,80698.37,2025-10-17,23:38:32
21292,119,9,7,42371.28,296598.96,2025-10-17,03:39:56
21293,101,1,1,68835.41,68835.41,2025-10-17,22:11:52
21294,46,8,8,28344.92,226759.36,2025-10-17,06:59:35
21295,62,8,1,6730.1,6730.1,2025-10-17,02:05:10
21296,100,6,5,8600.12,43000.6,2025-10-17,15:31:01
21297,21,1,1,52180.33,52180.33,2025-10-17,10:42:18
21298,20,7,6,7300.16,43800.96,2025-10-17,13:12:43
21299,87,10,10,74082.98,740829.8,2025-10-17,04:14:50
21300,45,2,2,41752.66,83505.32,2025-10-17,02:58:46
21301,6,1,1,73886.52,73886.52,2025-10-17,13:27:11
21302,106,2,8,97899.34,783194.72,2025-10-17,06:32:46
21303,50,4,4,35293.3,141173.2,2025-10-17,05:33:39
21304,84,6,7,29059.49,203416.43,2025-10-17,18:40:27
21305,11,6,1,25900.94,25900.94,2025-10-17,07:29:09
21306,67,5,10,82225.11,822251.1,2025-10-17,12:55:21
21307,34,5,2,13716.72,27433.44,2025-10-17,13:58:34
21308,101,10,4,92350.74,369402.96,2025-10-17,14:26:13
21309,87,2,5,94441.33,472206.65,2025-10-17,02:13:07
21310,82,9,4,5086.2,20344.8,2025-10-17,21:39:18
21311,50,9,5,31351.09,156755.45,2025-10-17,07:03:16
21312,3,10,4,49399.04,197596.16,2025-10-17,12:35:59
21313,78,5,5,11564.78,57823.9,2025-10-17,16:59:28
21314,4,9,4,6504.88,26019.52,2025-10-17,20:33:32
21315,11,5,7,33157.37,232101.59,2025-10-17,10:54:37
21316,21,5,1,20523.11,20523.11,2025-10-17,05:01:04
21317,66,2,4,8838.29,35353.16,2025-10-17,17:52:18
21318,112,4,3,51142.77,153428.31,2025-10-17,15:14:14
21319,7,3,9,20514.85,184633.65,2025-10-17,14:34:01
21320,119,9,5,24356.8,121784.0,2025-10-17,06:30:10
21321,115,5,2,78019.5,156039.0,2025-10-17,05:26:27
21322,83,10,6,68130.83,408784.98,2025-10-17,01:26:16
21323,23,7,9,87387.28,786485.52,2025-10-17,03:10:02
21324,103,4,5,36876.37,184381.85,2025-10-17,14:05:12
21325,114,3,7,66657.96,466605.72,2025-10-17,05:04:21
21326,111,1,10,64453.5,644535.0,2025-10-17,08:15:48
21327,89,6,10,62849.19,628491.9,2025-10-17,09:28:46
21328,57,1,10,15171.66,151716.6,2025-10-17,13:56:33
21329,97,10,10,87198.97,871989.7,2025-10-17,02:29:12
21330,37,6,1,84965.76,84965.76,2025-10-17,18:02:35
21331,99,6,2,36021.64,72043.28,2025-10-17,08:17:45
21332,68,7,5,95157.97,475789.85,2025-10-17,05:51:29
21333,105,10,7,58950.18,412651.26,2025-10-17,11:38:27
21334,12,1,7,64426.69,450986.83,2025-10-17,20:50:35
21335,95,8,5,18594.54,92972.7,2025-10-17,20:28:15
21336,17,5,6,57909.01,347454.06,2025-10-17,19:15:27
21337,65,8,10,32173.57,321735.7,2025-10-17,04:38:09
21338,111,5,7,42793.89,299557.23,2025-10-17,22:50:15
21339,111,9,3,36747.66,110242.98,2025-10-17,02:49:22
21340,109,3,8,93328.26,746626.08,2025-10-17,03:49:25
21341,71,3,2,11928.15,23856.3,2025-10-17,03:59:26
21342,51,10,9,24047.08,216423.72,2025-10-17,15:58:25
21343,10,5,10,68908.14,689081.4,2025-10-17,17:39:50
21344,108,6,2,68343.92,136687.84,2025-10-17,05:57:40
21345,79,7,2,71555.45,143110.9,2025-10-17,11:10:32
21346,93,2,8,18915.2,151321.6,2025-10-17,23:50:12
21347,64,8,7,7107.68,49753.76,2025-10-17,19:11:57
21348,80,8,3,82327.36,246982.08,2025-10-17,17:45:54
21349,30,6,6,96125.69,576754.14,2025-10-17,13:28:34
21350,53,10,6,71099.85,426599.1,2025-10-17,02:01:05
21351,25,1,8,75541.42,604331.36,2025-10-17,01:43:20
21352,109,7,7,33493.76,234456.32,2025-10-17,16:21:36
21353,21,5,3,88997.98,266993.94,2025-10-17,00:55:05
21354,96,7,10,34332.48,343324.8,2025-10-17,21:53:56
21355,98,2,1,34326.82,34326.82,2025-10-17,15:32:43
21356,116,4,8,15896.03,127168.24,2025-10-17,03:57:13
21357,7,5,3,7703.75,23111.25,2025-10-17,17:56:31
21358,13,1,9,36905.22,332146.98,2025-10-17,12:42:26
21359,25,9,2,69844.46,139688.92,2025-10-17,05:59:48
21360,61,9,10,47714.77,477147.7,2025-10-17,20:07:33
21361,3,1,7,17816.94,124718.58,2025-10-17,06:56:51
21362,29,4,10,60471.99,604719.9,2025-10-17,15:38:16
21363,50,9,6,52175.75,313054.5,2025-10-17,14:44:16
21364,96,5,2,66133.7,132267.4,2025-10-17,13:43:19
21365,48,10,3,6409.75,19229.25,2025-10-17,10:07:45
21366,118,5,4,38774.31,155097.24,2025-10-17,12:38:08
21367,47,10,4,46336.6,185346.4,2025-10-17,01:54:04
21368,76,2,5,79207.36,396036.8,2025-10-17,00:08:03
21369,66,1,9,96789.69,871107.21,2025-10-17,14:37:13
21370,20,2,10,82577.15,825771.5,2025-10-17,03:50:21
21371,25,5,2,92480.11,184960.22,2025-10-17,20:38:38
21372,41,6,7,29718.57,208029.99,2025-10-17,14:41:21
21373,67,9,7,75969.62,531787.34,2025-10-17,19:09:53
21374,20,10,7,1389.33,9725.31,2025-10-17,13:24:07
21375,94,7,6,34300.07,205800.42,2025-10-17,15:46:38
21376,3,8,5,2302.35,11511.75,2025-10-17,02:12:40
21377,92,9,10,3958.46,39584.6,2025-10-17,09:41:56
21378,94,10,1,19967.36,19967.36,2025-10-17,08:11:02
21379,23,10,3,37143.26,111429.78,2025-10-17,16:54:18
21380,24,1,1,31528.07,31528.07,2025-10-17,19:26:42
21381,51,7,3,31548.59,94645.77,2025-10-17,03:21:24
21382,1,2,1,97511.52,97511.52,2025-10-17,15:30:19
21383,91,2,8,18887.75,151102.0,2025-10-17,04:48:32
21384,109,2,6,75244.81,451468.86,2025-10-17,00:45:35
21385,60,7,8,37288.35,298306.8,2025-10-17,04:33:47
21386,81,9,1,71311.38,71311.38,2025-10-17,00:36:04
21387,25,5,5,99768.67,498843.35,2025-10-17,18:17:31
21388,103,3,7,84357.53,590502.71,2025-10-17,10:34:41
21389,30,8,4,67254.39,269017.56,2025-10-17,17:30:08
21390,99,9,9,31809.07,286281.63,2025-10-17,15:31:50
21391,8,9,8,63739.22,509913.76,2025-10-17,08:44:45
21392,25,2,10,22621.08,226210.8,2025-10-17,04:11:11
21393,10,8,10,41868.46,418684.6,2025-10-17,07:52:57
21394,5,7,1,99839.29,99839.29,2025-10-17,16:32:09
21395,104,8,9,68182.39,613641.51,2025-10-17,07:43:00
21396,79,2,10,67352.19,673521.9,2025-10-17,02:00:57
21397,68,2,6,46266.83,277600.98,2025-10-17,22:00:18
21398,70,2,8,7702.77,61622.16,2025-10-17,18:59:55
21399,79,4,9,84383.6,759452.4,2025-10-17,09:53:34
21400,96,5,4,56976.34,227905.36,2025-10-17,23:55:22
21401,32,10,10,99260.96,992609.6,2025-10-17,12:01:55
21402,105,2,2,59053.53,118107.06,2025-10-17,05:22:18
21403,45,1,5,40107.95,200539.75,2025-10-17,01:21:46
21404,71,5,10,91604.67,916046.7,2025-10-17,01:14:19
21405,109,7,10,6848.89,68488.9,2025-10-17,05:20:02
21406,55,5,4,37145.53,148582.12,2025-10-17,23:48:26
21407,81,5,2,48560.48,97120.96,2025-10-17,18:31:38
21408,96,9,5,1059.05,5295.25,2025-10-17,23:06:53
21409,10,10,5,49128.0,245640.0,2025-10-17,15:13:13
21410,43,3,10,98015.62,980156.2,2025-10-17,12:09:48
21411,39,3,1,65222.2,65222.2,2025-10-17,12:24:15
21412,71,7,6,66026.84,396161.04,2025-10-17,23:33:47
21413,112,9,4,68111.41,272445.64,2025-10-17,10:49:11
21414,77,8,1,94685.81,94685.81,2025-10-17,16:48:53
21415,94,7,5,32006.97,160034.85,2025-10-17,19:00:22
21416,113,6,1,92013.83,92013.83,2025-10-17,16:44:00
21417,42,3,6,1010.11,6060.66,2025-10-17,08:34:00
21418,82,1,4,69461.67,277846.68,2025-10-17,16:49:22
21419,80,5,6,35461.51,212769.06,2025-10-17,08:25:09
21420,54,5,1,47364.38,47364.38,2025-10-17,01:21:55
21421,97,8,7,44057.79,308404.53,2025-10-17,14:28:01
21422,9,5,7,95847.46,670932.22,2025-10-17,10:59:28
21423,70,5,10,95721.65,957216.5,2025-10-17,20:14:43
21424,6,8,9,60358.76,543228.84,2025-10-17,11:17:19
21425,29,2,5,4216.97,21084.85,2025-10-17,11:42:46
21426,103,9,4,17607.38,70429.52,2025-10-17,04:13:39
21427,16,1,10,42299.49,422994.9,2025-10-17,12:38:25
21428,37,3,8,47771.81,382174.48,2025-10-17,19:22:40
21429,85,9,10,68552.11,685521.1,2025-10-17,17:30:40
21430,5,4,7,33635.76,235450.32,2025-10-17,16:15:21
21431,83,3,7,98349.31,688445.17,2025-10-17,02:57:40
21432,41,8,5,62614.12,313070.6,2025-10-17,03:58:55
21433,19,7,2,13639.36,27278.72,2025-10-17,04:09:15
21434,12,9,2,98435.15,196870.3,2025-10-17,12:15:47
21435,34,8,6,12092.19,72553.14,2025-10-17,02:40:58
